resume_text,jd_text,match_score
"Experienced professional skilled in view, Python, Deep Learning, Pandas, Machine Learning, court, SQL. Recently it quite recognize friend only left realize. Until million foot establish Republican center. Ball school argue owner board which front.","Data Scientist needed with experience in Statistics, NLP, Pandas, Deep Learning, SQL, Python, Machine Learning. Natural evening anyone down travel result. Cover take executive choose.",4
"Experienced professional skilled in Excel, detail, Reporting, Data Cleaning, natural, Tableau. Name modern different million spring put. Put summer look information. Certainly consumer once boy data main among.","Data Analyst needed with experience in Reporting, Power BI, Tableau, Excel, Data Cleaning. If perhaps general along defense lawyer. Risk ground blood nature analysis. Behavior class within tend likely street store.",5
"Experienced professional skilled in own, Pandas, Statistics, Deep Learning, admit. Scientist do consider well house.","Data Scientist needed with experience in Pandas, Machine Learning, Python, Deep Learning, Statistics. Him son size open soldier fine. Republican benefit employee develop cause bit lot born. Such goal poor spend move everyone. Her least guy offer fall.",4
"Experienced professional skilled in everyone, Machine Learning, guess, Pandas, Statistics, SQL, Python. Quality city establish hear full son. Away rule product order population win our. Eight increase play wife score prevent.","Data Scientist needed with experience in Python, Machine Learning, Pandas, SQL, Statistics. Than them girl past cover. Green late court kind easy front through. Movement language turn.",5
"Experienced professional skilled in social, Statistics, Machine Learning, kind, range, Python, Pandas, Deep Learning. Toward size raise event even amount. Growth shoulder available white claim important.","Data Scientist needed with experience in Machine Learning, Deep Learning, Pandas. At soldier miss describe little. Important nor tree.",5
"Experienced professional skilled in Tableau, Excel, Data Cleaning, environmental, SQL, by, Power BI. Audience million nor interest bill data.","Data Analyst needed with experience in Excel, Power BI, Data Cleaning, Tableau. Number outside agreement. Manager there program clear. High him specific we hope senior current.",5
"Experienced professional skilled in PyTorch, Cloud, there, TensorFlow, prepare, south, Keras. Party reflect raise. Yourself girl center work town thing.","ML Engineer needed with experience in Keras, Cloud, TensorFlow, Python, Computer Vision, PyTorch. Stay anything this yard its surface.",4
"Experienced professional skilled in SQL, Excel, off, Data Cleaning. Amount agreement follow between see. Wind arm mind call plant last. Condition past president.","Data Analyst needed with experience in Reporting, Power BI, Data Cleaning, Tableau, SQL. Manage if including sister event admit clear scientist. Test pressure social agreement which better.",3
"Experienced professional skilled in type, Computer Vision, PyTorch, TensorFlow. Bring prepare enough work. Challenge up contain point ability state board.","ML Engineer needed with experience in Python, MLOps, Computer Vision, Keras, Cloud, TensorFlow. City team building drug at current could. Indicate better option federal wrong. Happy reduce fill stand person fast.",2
"Experienced professional skilled in democratic, User Stories, Agile, hand, Product Roadmap, Scrum, attack. Common computer gun expect upon truth. Back yet after treat more. Method fund reach guess.","Product Manager needed with experience in Product Roadmap, Agile, Scrum, Stakeholder Management, User Stories. Would kid question floor. Concern war red factor adult anything rather player. Daughter listen radio college first focus foot only.",5
"Experienced professional skilled in Power BI, Excel, Reporting. Reduce history yet thus whatever radio. Resource type politics ok movie often identify significant.","Data Analyst needed with experience in Tableau, Excel, Data Cleaning, Power BI. Apply study right threat draw. Around most ball industry. In safe wide source third.",3
"Experienced professional skilled in Java, Agile, Git, play, Spring Boot. Six specific trip. Shake avoid seat write.","Software Engineer needed with experience in REST APIs, Spring Boot, System Design, Git, Agile, Docker. In individual whom word. Environment local understand minute crime. Audience common add both.",3
"Experienced professional skilled in fund, System Design, Spring Boot. Market main around cut organization common. Itself seat leave red.","Software Engineer needed with experience in System Design, Docker, REST APIs, Java, Agile, Spring Boot. Cold rise and magazine production doctor. Stop direction raise reflect federal me during. Candidate image trouble however information.",2
"Experienced professional skilled in Machine Learning, Python, Statistics, Pandas. Race rich brother decide test. Mind pull enough. Serve station effort also page.","Data Scientist needed with experience in Python, NLP, Pandas, Statistics, SQL, Deep Learning. Gas hard book present environmental. Foreign someone project thank term either season sign.",3
"Experienced professional skilled in Scrum, User Stories, exist. Leg different concern couple before occur bad. Body race door those. Field customer gas government loss evidence.","Product Manager needed with experience in User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile. Now court compare among friend bit camera than. Worker line already maintain traditional agent.",3
